87,868
86,762
85,765
85,755
84,755
85,696
85,697
85,741
84,769
84,750
84,713
84,781
82,859
81,801
82,732
82,732
82,779
82,801
82,719
82,718
82,759
81,771
81,812
81,726
84,678
84,669
84,690
84,723
83,820
81,860
81,898
80,855
80,772
80,768
79,787
79,837
78,832
79,761
79,768
79,802
78,837
78,782
78,801
77,817
77,848
77,775
78,758
77,803
77,831
77,796
78,739
79,773
79,710
80,708
81,693
82,715
82,769
81,762
82,731
82,760
81,808
80,823
81,742
81,728
81,748
81,788
83,711
83,668
84,667
87,639
87,634
87,665
87,757
87,797
86,771
86,705
86,707
86,732
85,758
84,801
82,831
82,788
82,737
82,750
81,781
81,810
80,819
80,760
82,709
82,688
83,720
82,794
79,858
79,872
79,800
80,725
80,729
80,776
79,871
78,891
77,820
77,848
75,889
75,898
74,879
75,782
75,721
75,746
75,865
74,918
74,852
74,831
73,890
73,893
73,907
73,793
73,704
74,708
74,749
73,876
72,931
72,889
72,806
73,827
73,878
73,808
73,800
74,768
77,708
77,718
77,786
77,843
77,764
77,758
77,823
76,868
77,779
77,795
77,823
76,825
77,743
78,747
78,765
78,775
79,721
78,775
78,866
77,897
77,791
77,781
76,827
76,861
76,788
77,752
77,788
77,841
77,795
78,723
78,762
78,789
78,831
78,759
78,793
77,838
77,880
77,771
78,742
78,754
77,815
77,796
78,789
77,845
76,935
75,867
75,815
75,832
75,843
75,810
77,731
77,708
78,739
78,789
77,842
77,786
78,727
81,672
81,696
