92,667
92,687
91,717
91,709
91,670
91,655
90,677
90,704
91,673
92,668
92,629
93,612
93,629
91,781
91,841
91,845
88,813
88,758
88,712
88,650
88,624
89,620
89,646
89,709
89,773
87,741
87,756
86,810
84,830
84,786
84,703
84,699
85,711
85,706
85,696
87,657
87,671
87,695
86,752
85,754
85,743
86,671
88,659
88,672
87,730
86,814
85,762
85,724
84,760
84,794
82,816
82,776
83,706
84,688
84,711
83,776
82,811
82,747
82,772
81,803
80,817
81,762
81,714
82,712
82,738
82,764
82,740
83,694
84,693
84,698
83,789
82,806
82,774
82,727
83,727
83,750
81,797
81,825
81,758
81,745
81,743
81,762
81,792
81,774
80,741
80,789
80,821
79,849
80,803
80,691
80,646
80,642
80,581
82,614
82,879
82,937
81,873
81,880
80,871
79,802
79,701
79,675
79,690
78,881
76,951
75,958
74,916
74,816
75,774
75,787
75,829
74,867
74,855
75,764
76,717
77,731
77,816
76,909
75,903
74,857
75,762
76,779
76,816
75,831
75,830
76,784
76,777
76,790
77,782
78,750
78,750
78,810
77,862
76,887
76,825
75,811
75,827
75,847
76,781
76,765
76,785
76,840
75,847
76,764
77,753
77,781
76,856
76,853
76,786
76,779
76,823
75,895
75,869
75,813
75,846
74,885
74,849
74,830
75,763
77,735
77,746
76,813
76,876
75,826
75,815
75,847
74,880
74,830
75,748
77,753
77,762
76,820
77,751
77,772
77,818
77,830
77,816
77,768
77,796
77,825
77,798
76,871
75,912
74,870
73,860
73,897
72,909
73,814
74,768
74,780
74,828
74,815
75,772
75,784
77,777
77,746
