91,682
92,661
92,649
92,644
91,682
91,705
91,708
88,723
88,794
87,768
87,735
86,730
86,723
86,711
87,678
87,668
87,713
86,757
86,756
85,756
84,788
83,785
83,767
83,774
82,774
82,771
82,745
82,739
82,744
82,748
82,753
82,757
82,777
82,751
82,744
82,770
81,755
82,739
82,748
82,738
83,702
83,721
83,727
83,726
84,721
84,722
84,731
85,700
85,710
85,721
84,743
84,745
84,707
85,717
85,710
85,715
86,672
87,625
87,622
88,664
87,800
87,767
86,758
86,720
86,725
86,737
85,744
85,745
85,718
85,740
85,720
85,698
85,695
86,689
86,706
86,705
86,704
88,676
88,656
88,675
89,708
89,661
89,655
89,679
89,740
88,737
88,719
88,700
87,717
87,726
87,724
87,683
88,689
88,691
88,682
90,648
90,632
91,640
91,684
91,659
91,688
89,725
89,717
89,718
89,702
89,657
90,653
91,644
91,683
90,702
90,680
90,704
89,709
88,721
88,716
89,680
89,686
89,680
89,680
89,695
89,706
89,671
89,672
89,682
89,697
89,710
89,702
89,659
91,643
91,656
91,674
89,705
89,722
89,698
91,659
91,639
91,632
92,672
92,626
92,645
92,660
92,689
92,661
93,633
93,639
94,641
94,644
94,622
96,607
96,608
97,610
97,608
97,620
98,614
98,623
97,653
97,670
96,680
96,635
96,638
96,630
97,635
97,620
97,610
97,621
97,647
95,669
95,691
95,662
93,707
93,724
92,706
93,645
93,641
93,647
94,625
94,623
96,597
96,609
96,641
95,692
95,685
94,686
93,690
93,682
92,694
93,648
93,626
94,631
94,645
94,675
95,630
95,620
95,633
95,644
95,655
95,657
95,667
95,629
95,636
95,639
95,647
95,659
95,624
96,620
96,640
96,651
94,721
93,740
93,657
93,655
95,617
95,611
96,608
96,598
98,601
98,600
