95,617
93,681
93,706
93,706
92,672
92,713
90,754
89,753
90,635
90,564
90,540
90,537
92,579
92,676
92,713
92,733
91,710
91,699
91,675
91,656
91,594
91,587
91,581
94,590
94,601
95,609
96,621
96,608
97,602
97,622
97,628
96,656
96,654
97,608
97,618
97,645
95,687
95,713
94,715
94,687
94,634
94,649
93,663
93,696
92,732
93,677
93,620
93,624
92,677
92,725
91,760
90,735
90,650
90,693
89,741
87,749
87,775
88,682
89,640
89,648
90,677
90,681
90,655
92,592
92,572
93,619
91,688
91,732
90,760
89,724
89,700
89,721
88,738
88,730
88,680
88,601
88,578
89,615
90,649
90,679
91,628
91,638
91,674
91,734
89,768
89,696
89,668
89,688
89,699
90,641
91,603
91,626
91,680
89,771
89,804
89,811
88,773
86,772
86,775
85,785
85,745
85,703
85,727
84,762
84,773
83,769
83,737
84,714
85,662
85,698
85,738
84,761
84,766
84,743
85,648
87,664
87,672
87,683
90,628
90,600
92,630
92,650
93,604
93,620
93,667
93,751
92,776
92,749
92,661
92,578
92,551
93,553
93,612
93,684
92,699
92,702
92,661
93,619
93,638
93,687
91,712
91,705
91,703
91,678
91,664
91,688
91,701
91,663
91,638
91,667
91,702
90,710
91,673
91,642
91,674
90,713
90,726
89,705
89,699
89,714
88,734
88,727
88,700
89,648
90,650
90,668
90,697
89,705
89,677
89,680
89,689
89,736
88,715
89,671
87,729
87,769
86,819
85,773
85,707
85,711
85,715
86,722
86,672
87,641
88,667
88,690
88,712
89,667
89,644
89,676
87,737
87,782
87,714
88,675
88,697
88,707
89,682
89,617
90,628
90,656
90,698
90,730
90,708
90,647
90,677
91,703
91,631
92,615
92,633
93,609
96,568
96,594
97,626
97,606
98,576
100,574
100,592
