85,765
86,706
86,699
86,710
87,672
87,673
87,709
87,725
86,698
86,759
86,752
86,727
84,801
84,750
85,699
85,696
85,714
86,677
86,668
86,732
86,731
86,693
86,708
85,773
85,755
85,722
85,718
85,751
86,693
86,680
86,715
86,722
86,701
86,698
86,742
86,724
86,701
85,745
86,728
86,691
87,670
86,694
86,728
87,686
87,676
87,715
87,723
87,698
87,698
87,732
87,698
88,668
88,683
88,687
89,660
89,653
89,672
90,667
90,676
90,696
88,736
88,744
88,701
88,697
88,728
87,725
87,687
87,695
87,740
87,732
87,692
87,720
86,737
86,705
86,717
85,773
85,731
85,700
85,736
84,773
84,749
84,718
84,769
83,789
83,737
83,780
82,785
82,716
83,719
83,733
84,696
84,695
84,742
84,725
84,719
83,735
83,819
82,842
82,757
82,718
82,733
83,715
84,688
84,710
83,787
83,748
82,751
82,808
82,761
83,710
83,692
84,715
83,754
84,721
84,727
83,784
83,770
83,719
83,735
83,757
84,723
84,683
85,660
86,660
86,708
85,762
85,728
85,710
85,731
85,723
86,685
86,707
86,730
86,700
86,701
86,730
86,705
86,710
86,745
86,701
86,685
86,727
86,714
87,676
87,698
86,745
85,728
85,752
85,780
85,722
85,725
85,728
85,694
85,704
85,738
85,705
85,721
84,769
84,730
84,733
84,745
84,703
85,705
84,748
85,723
85,697
85,721
86,702
86,683
86,706
87,677
87,660
88,685
88,707
88,695
87,730
87,748
87,709
87,692
87,714
87,687
87,686
87,728
87,709
87,691
87,716
87,712
87,685
87,698
87,703
87,689
87,705
86,765
86,721
86,720
85,766
85,736
85,720
84,792
83,777
82,783
82,764
83,721
