80,773
79,804
79,813
79,756
79,793
78,832
77,862
77,864
76,863
76,820
77,759
77,723
77,700
79,696
79,740
79,778
79,798
79,778
80,731
80,743
80,762
79,831
78,856
77,877
77,838
77,803
77,803
77,818
75,853
75,876
75,803
75,826
75,824
75,844
75,824
75,776
75,811
75,832
75,873
75,820
74,861
74,861
73,868
73,854
74,793
74,825
74,829
73,861
74,818
73,851
73,865
73,858
73,815
74,745
75,775
75,813
74,865
74,846
74,829
74,836
74,853
74,831
74,783
75,801
75,795
75,773
76,765
76,810
76,822
76,852
76,777
76,812
76,835
75,848
75,861
75,794
75,794
75,799
75,826
74,871
74,835
75,823
74,831
74,840
75,799
75,774
75,787
75,816
75,830
76,770
76,819
75,863
74,910
74,832
74,834
73,854
73,892
72,916
73,836
73,789
74,812
73,833
73,892
73,871
73,792
74,824
73,847
73,884
73,866
73,800
73,844
73,856
72,871
72,875
73,826
74,772
74,796
74,819
74,847
74,835
75,782
75,810
74,836
74,851
75,783
75,788
75,795
75,825
75,849
75,794
76,763
76,787
75,821
75,853
75,813
76,787
76,805
76,822
75,833
76,799
76,780
76,804
76,816
76,818
77,751
77,770
77,792
77,825
76,854
76,806
77,767
77,787
77,809
76,847
76,849
76,781
76,781
77,787
76,819
76,846
76,784
76,787
76,800
76,840
76,859
76,797
76,815
75,838
75,873
74,880
74,823
74,852
74,845
74,829
75,761
76,779
76,788
75,819
76,767
76,795
76,824
76,817
76,761
77,776
78,770
78,741
79,706
81,715
81,723
81,737
