98,619
98,627
98,646
98,634
98,619
98,628
97,639
97,648
97,753
97,980
97,850
94,791
94,666
94,641
94,656
94,687
92,779
90,760
90,708
91,653
92,613
92,598
93,609
93,641
92,735
92,811
91,725
91,663
92,642
92,652
92,672
92,820
92,871
91,834
91,767
91,630
91,609
91,609
91,629
91,679
91,718
90,727
90,699
90,652
91,640
91,653
91,709
90,752
89,758
89,682
89,648
90,639
90,671
90,739
88,763
88,743
88,684
88,681
88,680
89,687
89,681
89,695
88,740
88,804
87,800
87,710
87,623
87,670
87,709
87,863
87,851
86,788
86,732
86,720
86,711
87,673
87,658
88,678
86,727
86,788
86,749
85,755
85,747
85,687
87,670
87,675
87,702
86,759
86,756
86,661
87,663
87,665
87,724
87,748
88,701
88,634
90,617
92,595
92,628
92,701
92,766
92,803
91,727
89,752
89,713
89,722
90,674
90,637
90,654
89,731
87,839
87,844
86,780
86,721
86,707
86,727
86,753
86,766
86,665
87,651
88,635
88,677
88,736
87,732
87,713
87,685
90,650
90,622
91,625
91,632
91,707
91,767
91,819
89,771
89,699
90,666
89,686
89,713
88,742
88,712
88,674
89,648
90,639
90,659
90,696
90,691
90,669
91,643
92,648
92,657
91,697
90,749
90,678
90,676
90,677
90,691
90,674
91,644
91,638
92,646
92,663
92,660
93,642
93,619
94,621
94,640
94,662
95,637
95,630
95,661
93,684
93,705
93,668
94,627
94,614
95,617
95,629
95,683
94,672
93,656
93,727
93,787
91,788
91,690
91,688
90,711
89,756
89,706
89,674
89,698
89,708
88,728
89,677
89,652
90,626
91,627
91,655
91,702
90,744
90,688
91,652
91,645
91,670
90,740
89,786
89,692
89,678
89,687
89,676
90,652
