Zeit in Sekunden,Messwerte
0.2,10.23512705537464
0.4,10.38444560009732
0.6000000000000001,10.45582052521107
0.8,10.50136426151743
1,10.53481349915211
1.2,10.5511368313475
1.4,10.53949855257476
1.6,10.51457294145385
1.8,10.49388462823881
2,10.49982030250257
2.2,10.52411952718553
2.4,10.55110443229962
2.6,10.563584118474
2.8,10.59221652549202
3,10.65742970141214
3.200000000000001,10.74722226132507
3.400000000000001,10.83798890724572
3.600000000000001,10.90636251530976
3.800000000000001,10.93518264505676
4.000000000000001,10.92326165331755
4.200000000000001,10.88413626156959
4.400000000000001,10.82517226221502
4.600000000000001,10.73486582724835
4.800000000000002,10.63592494089944
5.000000000000002,10.53019284157625
5.200000000000002,10.42060028229851
5.400000000000002,10.31484294697187
5.600000000000002,10.21945325924187
5.800000000000002,10.13826349370963
6.000000000000003,10.07111609246426
6.200000000000003,10.01385235464346
6.400000000000003,9.961732037057033
6.600000000000003,9.908586776616827
6.800000000000003,9.859228490858236
7.000000000000004,9.81309054358133
7.200000000000004,9.763116780927488
7.400000000000004,9.716410194635614
7.600000000000004,9.673707386337492
7.800000000000004,9.626054456928339
8.000000000000004,9.586397423781916
8.200000000000003,9.553146158535791
8.400000000000002,9.560151955812364
8.600000000000001,9.628002274573351
8.800000000000001,9.733279435243571
9,9.839832912680793
9.199999999999999,9.914703185579176
9.399999999999999,9.957264117778189
9.599999999999998,9.967196153260325
9.799999999999997,9.956442663918418
9.999999999999996,9.927113812642895
10.2,9.883280588069628
10.4,9.829491956506059
10.59999999999999,9.772626908911947
10.79999999999999,9.711442663534871
10.99999999999999,9.652730940100573
11.19999999999999,9.598718493291418
11.39999999999999,9.552518755516221
11.59999999999999,9.517846344582217
11.79999999999999,9.513345179126331
11.99999999999999,9.535368515413447
12.19999999999999,9.569071079117732
12.39999999999999,9.590628238215162
12.59999999999999,9.600440571251413
12.79999999999999,9.597319578932682
12.99999999999999,9.581283499481012
13.19999999999999,9.560038836221999
13.39999999999998,9.529952373830717
13.59999999999998,9.49384620287225
13.79999999999998,9.460813020458037
13.99999999999998,9.424803919337498
14.19999999999998,9.388980908265827
14.39999999999998,9.354193779157374
14.59999999999998,9.323236302036959
14.79999999999998,9.29549154279171
14.99999999999998,9.269398200113709
15.19999999999998,9.24478805657796
15.39999999999998,9.226320926691296
15.59999999999998,9.206554948140221
15.79999999999998,9.187926949028068
15.99999999999998,9.17406051173794
16.19999999999997,9.155889779552798
16.39999999999997,9.141558166064039
16.59999999999997,9.126901113918107
16.79999999999997,9.109910385407892
16.99999999999997,9.095760225538314
17.19999999999997,9.085867053067243
17.39999999999997,9.078003680823812
17.59999999999997,9.064300416710823
17.79999999999997,9.053066216862296
17.99999999999997,9.037791139375095
18.19999999999997,9.026184428423177
18.39999999999997,9.012987136590851
18.59999999999997,9.003963197079935
18.79999999999997,8.989680988387775
18.99999999999996,8.981060849051211
19.19999999999996,8.97012084453416
19.39999999999996,8.961318204221978
19.59999999999996,8.950823131819217
19.79999999999996,8.940650614733618
19.99999999999996,8.928773547114822
20.19999999999996,8.915499577495876
20.39999999999996,8.904335764305022
20.59999999999996,8.892144264196197
20.79999999999996,8.877535027154085
20.99999999999996,8.869185657227099
21.19999999999996,8.863904112358744
21.39999999999996,8.857759091365454
21.59999999999996,8.85664911726559
21.79999999999995,8.86797816982528
21.99999999999995,8.883506723212788
22.19999999999995,8.896193268341365
22.39999999999995,8.906889937788367
22.59999999999995,8.91560995380212
22.79999999999995,8.920227185399121
22.99999999999995,8.91574541407328
23.19999999999995,8.909271388699361
23.39999999999995,8.901377031946781
23.59999999999995,8.890026149223464
23.79999999999995,8.878406915686817
23.99999999999995,8.864985045616985
24.19999999999995,8.850456169009815
24.39999999999995,8.839748048767449
24.59999999999994,8.82938934481361
24.79999999999994,8.830657971947286
24.99999999999994,8.844777526313145
25.19999999999994,8.870368273734826
25.39999999999994,8.897387929118922
25.59999999999994,8.919854795918674
25.79999999999994,8.936042332483323
25.99999999999994,8.943507511616243
26.19999999999994,8.944263955414669
26.39999999999994,8.940406694614126
26.59999999999994,8.930795286544734
26.79999999999994,8.918023963058815
26.99999999999994,8.899468848708215
27.19999999999994,8.88499420074143
27.39999999999993,8.869574881903491
27.59999999999993,8.854892511393565
27.79999999999993,8.835291128552173
27.99999999999993,8.823545433029629
28.19999999999993,8.811915746751623
28.39999999999993,8.797442432452298
28.59999999999993,8.785295532734676
28.79999999999993,8.773659100502154
28.99999999999993,8.763956798110652
29.19999999999993,8.750472165923439
29.39999999999993,8.739295616541831
29.59999999999993,8.729415453196939
29.79999999999993,8.721664357452308
29.99999999999993,8.712074356708372
30.19999999999992,8.701597815743069
30.39999999999992,8.693356495171436
30.59999999999992,8.684823201208902
30.79999999999992,8.673203585757305
30.99999999999992,8.665267427025007
31.19999999999992,8.657971890898713
31.39999999999992,8.653598501993988
31.59999999999992,8.643694704586535
31.79999999999992,8.633843509122055
31.99999999999992,8.627803543712401
32.19999999999992,8.623118832987231
32.39999999999992,8.613381759969474
32.59999999999992,8.605139871229316
32.79999999999993,8.59832984391662
32.99999999999993,8.591358550304131
33.19999999999993,8.613434418662759
33.39999999999993,8.686831212227935
33.59999999999994,8.813425102683823
33.79999999999994,8.973539244665048
33.99999999999994,9.136515382550398
34.19999999999995,9.281175525005368
34.39999999999995,9.388262940847188
34.59999999999995,9.458770375312787
34.79999999999995,9.498538619235843
34.99999999999996,9.516333568914451
35.19999999999996,9.50338746608641
35.39999999999996,9.477464167740333
35.59999999999997,9.433538187457778
