EEG_Values
-1014.187
-1014.187
-1014.187
-1014.187
-1014.187
-1014.187
-1014.187
-1014.187
-1014.187
-1014.187
-1014.187
-1014.187
-1014.187
-1014.187
-1014.187
-1014.187
-1014.187
-1014.187
-1014.187
-1014.187
-1014.187
-1014.187
-1014.187
-1014.187
-1014.187
-1014.187
-1014.187
-1014.187
-1014.187
-1014.187
-1014.187
-1014.187
-1014.187
-1014.187
-1014.187
-1014.187
-1014.187
-1014.187
-1014.187
-1014.187
-1014.187
-1014.187
-1014.187
-1014.187
-1014.187
-1014.187
-1014.187
-1014.187
-1014.187
-1014.187
-1014.187
-1014.187
-1014.187
-1014.187
-1014.187
-1014.187
-1014.187
-1014.187
-1014.187
-1014.187
-1014.187
-1014.187
-1014.187
-1014.187
-1014.187
-1014.187
-1014.187
-1014.187
-1014.187
-1014.187
-1014.187
-1014.187
-1014.187
-1014.187
-1014.187
-1014.187
-1014.187
-1014.187
-1014.187
-1014.187
-1014.187
-1014.187
-1014.187
-1014.187
-1014.187
-1014.187
-1014.187
-1014.187
-1014.187
-1014.187
-1014.187
-1014.187
-1014.187
-1014.187
-1014.187
-1014.187
-1014.187
-1014.187
-1014.187
-1014.187
-1014.187
-1014.187
-683.7803
175.3737
-683.7803
-1014.187
-1014.187
-732.1694
1.159137
-732.1694
-1014.187
-1014.187
-759.2987
-96.51446
-759.2987
-1014.187
-1014.187
-781.0687
167.9409
453.234
-671.353
-1014.187
-808.0982
13.61638
220.9501
-728.3635
-1014.187
-837.1583
-146.2877
-7.132331
-783.643
-1014.187
-828.7476
-131.0085
-52.7318
-798.6446
-1014.187
-805.2244
-50.41247
-43.94952
-802.739
-1014.187
-765.5013
103.5097
35.0428
-791.8317
-1014.187
-714.9042
297.5132
128.2647
-779.9924
-1014.187
-686.4656
390.6801
123.5063
-789.2131
-1014.187
-675.9467
413.8824
415.9364
401.2188
-679.4641
-1014.187
-803.0718
55.72438
312.4247
-704.3521
-1014.187
-794.8942
63.75129
243.5021
-725.767
-1014.187
-792.4642
50.67444
167.3538
-747.5926
-1014.187
-778.7164
87.94276
137.0785
-759.8202
-1014.187
-743.0765
216.3122
172.9181
-759.7647
-1014.187
-714.6046
315.1024
188.0074
-763.4818
-1014.187
-686.4101
415.3795
211.7677
-764.7134
-1014.187
-651.9797
538.9618
244.8398
-765.0907
-1014.187
-1014.187
-770.794
216.0511
503.537
-660.235
-1014.187
-770.2947
193.9039
417.8278
-684.1798
-1014.187
-780.2255
116.1524
256.6927
-726.1776
-1014.187
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
-789.6237
42.94812
105.558
-765.5457
-1014.187
-782.0341
47.07135
47.07135
47.07135
47.07135
29.61562
-788.7471
-1014.187
-774.0562
56.80919
-30.75802
-807.7321
-1014.187
-762.461
73.21224
237.5222
419.5641
-666.26
-752.3083
85.67587
113.8008
225.7346
-713.4063
-739.9919
104.5313
-18.23836
10.89249
-766.0006
-737.6951
91.29688
-132.3521
-150.9896
-804.9914
-719.7864
138.4528
-226.2015
-346.1601
-854.3901
-719.1983
114.4948
-375.759
-244.0515
280.1819
-391.3327
76.28434
-543.0303
-578.4592
-54.0537
-478.424
8.953407
-679.5472
-811.468
-339.075
-544.0337
9.64877
-709.0316
-878.0653
-546.6863
-581.0273
100.805
-628.1179
-898.06
-329.2019
669.6106
580.7808
-497.5958
-890.8477
-423.0612
608.1611
679.9468
-353.422
-877.0223
-513.8754
163.4305
-577.9648
-569.1373
-868.4674
-660.4803
-4.958045
-582.8802
-448.4934
-856.9277
-773.1873
-147.9313
-591.2465
-357.611
-831.7957
-813.3876
-291.3368
-611.8959
-288.6602
-812.6442
-863.3855
-109.4472
664.7187
158.486
-788.9656
-906.1378
-281.4543
585.7997
244.6249
-760.0166
-933.4447
-394.1251
533.3743
329.0167
-722.3763
-957.0123
-505.4864
484.6346
469.6442
-561.312
-947.2257
-622.1068
397.7359
578.5287
-395.5819
-929.5167
-721.5273
-49.01096
-626.6201
-576.6076
-887.9961
-739.1306
-79.33817
-592.4671
-426.0824
-850.8139
-795.8229
-228.0986
-601.1995
-313.3882
-819.5125
-845.843
-408.1856
-633.1445
-248.3125
-801.4374
-893.3665
-229.4266
596.2759
164.0243
-784.0835
-932.2796
-392.9042
499.0229
233.645
-758.2524
-969.373
-552.8262
386.4234
277.2995
-738.8013
-1012.88
-746.2019
228.2014
326.7722
-638.3949
-991.1431
-771.6783
169.0965
394.7771
-525.9641
-964.735
-812.1116
30.62625
413.1206
-399.2974
-931.5251
-836.8886
-39.50457
504.9488
-207.647
-883.5911
-863.7295
-131.0354
536.2184
-59.48801
-843.8568
-898.6814
-270.0656
474.2509
1.063598
-823.3739
-935.5307
-417.1918
416.1621
97.54216
-792.5607
-974.3107
-576.7281
335.7668
185.9649
-762.4688
-1001.64
-692.5967
268.4876
251.1819
-739.5004
-1014.156
-762.9348
190.0458
350.941
-589.3057
-979.4037
-791.6953
105.3739
426.7489
-438.6022
-942.7874
-823.2407
2.597088
471.8323
-291.8619
-905.0282
-851.7681
-96.40399
488.4594
-173.6241
-873.2164
-883.1916
-209.6042
494.8328
-36.74786
-835.1799
-918.2101
-344.2914
464.3988
82.75598
-799.5955
-948.9123
-466.7231
426.8226
200.2937
-763.645
-970.6047
-557.5601
384.6236
278.8376
-738.291
-1002.772
-702.5301
267.5005
345.4518
-633.0532
-990.4885
-776.0057
156.0021
406.3552
-498.431
-957.7779
-812.7219
29.57195
414.5168
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
-405.7447
