Zeit in Sekunden,Messwerte
0.0,6.22
0.2,6.17
0.4,6.13
0.6,6.09
0.8,6.06
1.0,6.03
1.2,6.0
1.4,5.98
1.6,5.96
1.8,5.94
2.0,5.92
2.2,5.9
2.4,5.89
2.6,5.87
2.8,5.86
3.0,5.85
3.2,5.85
3.4,5.85
3.6,5.85
3.8,5.86
4.0,5.87
4.2,5.88
4.4,5.9
4.6,5.91
4.8,5.91
5.0,5.91
5.2,5.91
5.4,5.91
5.6,5.91
5.8,5.91
6.0,5.91
6.2,5.91
6.4,5.9
6.6,5.9
6.8,5.89
7.0,5.89
7.2,5.89
7.4,5.89
7.6,5.88
7.8,5.87
8.0,5.87
8.2,5.89
8.4,5.97
8.6,6.14
8.8,6.4
9.0,6.65
9.2,6.86
9.4,7.01
9.6,7.1
9.8,7.14
10.0,7.16
10.2,7.15
10.4,7.12
10.6,7.08
10.8,7.04
11.0,6.99
11.2,6.93
11.4,6.87
11.6,6.81
11.8,6.74
12.0,6.68
12.2,6.62
12.4,6.57
12.6,6.52
12.8,6.47
13.0,6.43
13.2,6.39
13.4,6.35
13.6,6.32
13.8,6.28
14.0,6.26
14.2,6.23
14.4,6.21
14.6,6.19
14.8,6.17
15.0,6.15
15.2,6.13
15.4,6.11
15.6,6.1
15.8,6.09
16.0,6.08
16.2,6.07
16.4,6.06
16.6,6.05
16.8,6.05
17.0,6.04
17.2,6.03
17.4,6.02
17.6,6.01
17.8,6.0
18.0,5.99
18.2,5.98
18.4,5.97
18.6,5.96
18.8,5.96
19.0,5.95
19.2,5.94
19.4,5.93
19.6,5.93
19.8,5.92
20.0,5.91
20.2,5.91
20.4,5.9
20.6,5.9
20.8,5.89
21.0,5.89
21.2,5.88
21.4,5.87
21.6,5.87
21.8,5.87
22.0,5.86
22.2,5.86
22.4,5.85
22.6,5.85
22.8,5.85
23.0,5.84
23.2,5.84
23.4,5.83
23.6,5.83
23.8,5.83
24.0,5.82
24.2,5.82
24.4,5.81
24.6,5.81
24.8,5.81
25.0,5.8
25.2,5.8
25.4,5.8
25.6,5.8
25.8,5.8
26.0,5.8
26.2,5.8
26.4,5.8
26.6,5.79
26.8,5.79
27.0,5.79
27.2,5.78
27.4,5.78
27.6,5.77
27.8,5.77
28.0,5.77
28.2,5.77
28.4,5.77
28.6,5.79
28.8,5.82
29.0,5.82
29.2,5.85
29.4,5.86
29.6,5.86
29.8,5.86
30.0,5.86
30.2,5.86
30.4,5.85
30.6,5.85
30.8,5.84
31.0,5.83
31.2,5.83
31.4,5.83
31.6,5.83
31.8,5.83
32.0,5.86
32.2,5.86
32.4,5.91
32.6,5.91
32.8,5.93
33.0,5.98
33.2,5.98
33.4,6.03
33.6,6.14
33.8,6.29
34.0,6.46
34.2,6.59
34.4,6.71
34.6,6.78
34.8,6.81
35.0,6.82
35.2,6.82
35.4,6.8
35.6,6.77
35.8,6.72
36.0,6.67
36.2,6.62
36.4,6.57
36.6,6.51
36.8,6.47
37.0,6.42
37.2,6.38
37.4,6.35
37.6,6.33
37.8,6.31
38.0,6.3
38.2,6.3
38.4,6.29
38.6,6.28
38.8,6.27
39.0,6.26
39.2,6.25
39.4,6.23
39.6,6.22
39.8,6.21
40.0,6.2
40.2,6.22
40.4,6.34
40.6,6.57
40.8,6.84
41.0,7.08
41.2,7.24
41.4,7.33
41.6,7.38
41.8,7.38
42.0,7.36
42.2,7.33
42.4,7.28
42.6,7.22
42.8,7.15
43.0,7.06
43.2,6.98
43.4,6.89
43.6,6.82
43.8,6.76
44.0,6.7
44.2,6.65
44.4,6.6
44.6,6.56
44.8,6.52
45.0,6.49
45.2,6.46
45.4,6.44
45.6,6.42
45.8,6.4
46.0,6.38
46.2,6.37
46.4,6.35
46.6,6.34
46.8,6.33
47.0,6.32
47.2,6.3
47.4,6.29
47.6,6.28
