Zeit in Sekunden,Messwerte
0.0,4.54
0.2,4.53
0.4,4.53
0.6,4.53
0.8,4.54
1.0,4.55
1.2,4.56
1.4,4.58
1.6,4.6
1.8,4.62
2.0,4.64
2.2,4.65
2.4,4.66
2.6,4.67
2.8,4.67
3.0,4.68
3.2,4.69
3.4,4.7
3.6,4.71
3.8,4.73
4.0,4.74
4.2,4.75
4.4,4.76
4.6,4.77
4.8,4.77
5.0,4.78
5.2,4.78
5.4,4.78
5.6,4.78
5.8,4.77
6.0,4.77
6.2,4.77
6.4,4.77
6.6,4.77
6.8,4.77
7.0,4.77
7.2,4.77
7.4,4.76
7.6,4.76
7.8,4.76
8.0,4.75
8.2,4.75
8.4,4.74
8.6,4.74
8.8,4.73
9.0,4.73
9.2,4.73
9.4,4.73
9.6,4.73
9.8,4.73
10.0,4.73
10.2,4.72
10.4,4.72
10.6,4.72
10.8,4.72
11.0,4.71
11.2,4.71
11.4,4.7
11.6,4.7
11.8,4.69
12.0,4.69
12.2,4.68
12.4,4.67
12.6,4.67
12.8,4.66
13.0,4.65
13.2,4.65
13.4,4.64
13.6,4.64
13.8,4.63
14.0,4.63
14.2,4.62
14.4,4.62
14.6,4.61
14.8,4.61
15.0,4.61
15.2,4.6
15.4,4.6
15.6,4.6
15.8,4.59
16.0,4.59
16.2,4.58
16.4,4.58
16.6,4.58
16.8,4.57
17.0,4.57
17.2,4.56
17.4,4.56
17.6,4.56
17.8,4.55
18.0,4.55
18.2,4.55
18.4,4.55
18.6,4.54
18.8,4.54
19.0,4.54
19.2,4.54
19.4,4.54
19.6,4.53
19.8,4.53
20.0,4.52
20.2,4.52
20.4,4.52
20.6,4.52
20.8,4.52
21.0,4.51
21.2,4.51
21.4,4.51
21.6,4.51
21.8,4.5
22.0,4.5
22.2,4.5
22.4,4.5
22.6,4.5
22.8,4.49
23.0,4.49
23.2,4.49
23.4,4.48
23.6,4.48
23.8,4.48
24.0,4.48
24.2,4.48
24.4,4.48
24.6,4.48
24.8,4.49
25.0,4.5
25.2,4.5
25.4,4.5
25.6,4.51
25.8,4.51
26.0,4.51
26.2,4.51
