Zeit in Sekunden,Messwerte
0.0,10.24
0.2,10.3
0.4,10.34
0.6,10.36
0.8,10.35
1.0,10.34
1.2,10.33
1.4,10.38
1.6,10.48
1.8,10.59
2.0,10.68
2.2,10.73
2.4,10.76
2.6,10.75
2.8,10.72
3.0,10.69
3.2,10.65
3.4,10.6
3.6,10.57
3.8,10.56
4.0,10.56
4.2,10.55
4.4,10.54
4.6,10.51
4.8,10.49
5.0,10.47
5.2,10.47
5.4,10.47
5.6,10.46
5.8,10.45
6.0,10.44
6.2,10.41
6.4,10.38
6.6,10.35
6.8,10.32
7.0,10.28
7.2,10.25
7.4,10.22
7.6,10.19
7.8,10.19
8.0,10.22
8.2,10.27
8.4,10.32
8.6,10.35
8.8,10.37
9.0,10.37
9.2,10.36
9.4,10.35
9.6,10.33
9.8,10.3
10.0,10.27
10.2,10.24
10.4,10.21
10.6,10.19
10.8,10.18
11.0,10.17
11.2,10.17
11.4,10.16
11.6,10.16
11.8,10.15
12.0,10.15
12.2,10.16
12.4,10.21
12.6,10.27
12.8,10.33
13.0,10.36
13.2,10.38
13.4,10.37
13.6,10.36
13.8,10.35
14.0,10.32
14.2,10.29
14.4,10.25
14.6,10.22
14.8,10.19
15.0,10.17
15.2,10.14
15.4,10.12
15.6,10.1
15.8,10.1
16.0,10.08
16.2,10.07
16.4,10.06
16.6,10.05
16.8,10.04
17.0,10.02
17.2,10.01
17.4,10.0
17.6,9.98
17.8,9.98
18.0,9.97
18.2,9.98
18.4,10.01
18.6,10.04
18.8,10.07
19.0,10.07
19.2,10.08
19.4,10.08
19.6,10.07
19.8,10.07
20.0,10.06
20.2,10.06
20.4,10.05
20.6,10.05
20.8,10.05
21.0,10.04
21.2,10.04
21.4,10.03
21.6,10.03
21.8,10.02
22.0,10.0
22.2,10.0
22.4,9.98
22.6,9.97
22.8,9.96
23.0,9.97
23.2,9.98
23.4,9.98
23.6,10.02
23.8,10.04
24.0,10.05
24.2,10.07
24.4,10.07
24.6,10.1
24.8,10.11
25.0,10.11
25.2,10.1
25.4,10.1
25.6,10.09
25.8,10.08
26.0,10.08
26.2,10.07
26.4,10.07
26.6,10.06
26.8,10.03
27.0,10.03
27.2,10.01
27.4,10.01
27.6,10.05
27.8,10.22
28.0,10.22
28.2,10.3
28.4,10.36
28.6,10.4
28.8,10.43
29.0,10.43
29.2,10.42
29.4,10.41
29.6,10.38
29.8,10.35
30.0,10.31
30.2,10.27
30.4,10.23
30.6,10.2
30.8,10.18
31.0,10.16
31.2,10.16
31.4,10.15
31.6,10.15
31.8,10.19
32.0,10.25
32.2,10.33
32.4,10.39
32.6,10.43
32.8,10.46
33.0,10.46
33.2,10.45
33.4,10.43
33.6,10.4
33.8,10.36
34.0,10.33
34.2,10.31
34.4,10.33
34.6,10.37
34.8,10.43
35.0,10.46
35.2,10.48
35.4,10.48
35.6,10.46
35.8,10.45
36.0,10.42
36.2,10.39
36.4,10.36
36.6,10.32
36.8,10.29
37.0,10.25
37.2,10.22
37.4,10.2
37.6,10.18
37.8,10.16
38.0,10.14
38.2,10.13
38.4,10.12
38.6,10.19
38.8,10.41
39.0,10.72
39.2,11.03
39.4,11.26
39.6,11.43
39.8,11.51
40.0,11.54
40.2,11.56
40.4,11.55
40.6,11.56
40.8,11.57
41.0,11.56
41.2,11.54
41.4,11.51
41.6,11.44
41.8,11.38
42.0,11.31
42.2,11.25
42.4,11.19
42.6,11.14
42.8,11.1
43.0,11.06
43.2,11.03
43.4,11.0
43.6,10.99
43.8,10.97
44.0,10.95
44.2,10.93
44.4,10.92
44.6,10.9
44.8,10.89
45.0,10.87
45.2,10.85
45.4,10.83
45.6,10.81
45.8,10.8
46.0,10.82
46.2,10.87
46.4,10.91
46.6,10.95
46.8,10.97
47.0,10.98
47.2,10.97
47.4,10.96
47.6,10.94
47.8,10.92
48.0,10.89
48.2,10.86
48.4,10.84
48.6,10.85
48.8,10.98
49.0,11.2
49.2,11.43
49.4,11.6
49.6,11.71
49.8,11.76
50.0,11.77
50.2,11.76
50.4,11.73
50.6,11.69
50.8,11.63
51.0,11.56
51.2,11.48
51.4,11.41
51.6,11.34
51.8,11.27
52.0,11.21
52.2,11.16
52.4,11.13
52.6,11.11
52.8,11.12
53.0,11.13
53.2,11.14
53.4,11.14
53.6,11.13
53.8,11.11
54.0,11.09
54.2,11.06
54.4,11.03
54.6,10.99
54.8,10.97
55.0,10.94
55.2,10.91
55.4,10.9
55.6,10.9
55.8,10.91
56.0,10.93
56.2,10.96
56.4,11.01
56.6,11.04
56.8,11.06
57.0,11.08
