Zeit in Sekunden,Messwerte
0.0,4.72
0.2,4.71
0.4,4.7
0.6,4.69
0.8,4.69
1.0,4.68
1.2,4.67
1.4,4.66
1.6,4.65
1.8,4.64
2.0,4.64
2.2,4.63
2.4,4.62
2.6,4.61
2.8,4.61
3.0,4.6
3.2,4.6
3.4,4.59
3.6,4.59
3.8,4.59
4.0,4.59
4.2,4.59
4.4,4.59
4.6,4.58
4.8,4.58
5.0,4.57
5.2,4.56
5.4,4.55
5.6,4.54
5.8,4.54
6.0,4.52
6.2,4.52
6.4,4.51
6.6,4.5
6.8,4.5
7.0,4.51
7.2,4.54
7.4,4.61
7.6,4.69
7.8,4.78
8.0,4.88
8.2,4.96
8.4,5.02
8.6,5.06
8.8,5.07
9.0,5.08
9.2,5.07
9.4,5.05
9.6,5.03
9.8,5.01
10.0,4.98
10.2,4.95
10.4,4.92
10.6,4.9
10.8,4.89
11.0,4.87
11.2,4.87
11.4,4.88
11.6,4.89
11.8,4.91
12.0,4.93
12.2,4.95
12.4,4.96
12.6,4.96
12.8,4.95
13.0,4.94
13.2,4.92
13.4,4.9
13.6,4.88
13.8,4.86
14.0,4.85
14.2,4.83
14.4,4.82
14.6,4.8
14.8,4.79
15.0,4.78
15.2,4.77
15.4,4.76
15.6,4.75
15.8,4.74
16.0,4.73
16.2,4.72
16.4,4.71
16.6,4.7
16.8,4.69
17.0,4.69
17.2,4.68
17.4,4.67
17.6,4.67
17.8,4.66
18.0,4.66
18.2,4.66
18.4,4.66
18.6,4.66
18.8,4.67
19.0,4.67
19.2,4.68
19.4,4.68
19.6,4.68
19.8,4.67
20.0,4.67
20.2,4.66
20.4,4.65
20.6,4.64
20.8,4.63
21.0,4.62
21.2,4.62
21.4,4.61
21.6,4.6
21.8,4.6
22.0,4.6
22.2,4.59
22.4,4.59
22.6,4.6
22.8,4.61
23.0,4.62
23.2,4.64
23.4,4.67
23.6,4.71
23.8,4.73
24.0,4.75
24.2,4.76
24.4,4.77
24.6,4.77
24.8,4.76
25.0,4.75
25.2,4.74
25.4,4.73
25.6,4.72
25.8,4.71
26.0,4.69
26.2,4.68
26.4,4.67
26.6,4.66
26.8,4.64
27.0,4.63
27.2,4.62
27.4,4.62
27.6,4.61
27.8,4.6
28.0,4.6
28.2,4.59
28.4,4.59
28.6,4.58
28.8,4.58
29.0,4.58
29.2,4.6
29.4,4.66
29.6,4.75
29.8,4.87
30.0,4.99
30.2,5.11
30.4,5.2
30.6,5.27
30.8,5.32
31.0,5.35
31.2,5.35
31.4,5.33
31.6,5.31
31.8,5.28
32.0,5.27
32.2,5.24
32.4,5.21
32.6,5.18
32.8,5.14
33.0,5.12
33.2,5.1
33.4,5.08
33.6,5.06
33.8,5.05
34.0,5.04
34.2,5.03
34.4,5.03
34.6,5.03
34.8,5.03
35.0,5.03
35.2,5.01
35.4,5.0
35.6,4.99
35.8,4.97
36.0,4.96
36.2,4.95
36.4,4.94
36.6,4.92
36.8,4.91
37.0,4.89
37.2,4.88
37.4,4.88
37.6,4.87
37.8,4.86
38.0,4.86
38.2,4.84
38.4,4.83
38.6,4.83
38.8,4.83
39.0,4.82
39.2,4.81
39.4,4.8
39.6,4.8
39.8,4.79
40.0,4.79
40.2,4.79
40.4,4.78
40.6,4.78
40.8,4.78
41.0,4.79
41.2,4.84
41.4,4.96
41.6,5.17
41.8,5.4
42.0,5.62
42.2,5.79
42.4,5.93
42.6,6.02
42.8,6.06
43.0,6.08
43.2,6.07
43.4,6.04
43.6,6.01
43.8,5.96
44.0,5.92
44.2,5.87
44.4,5.81
44.6,5.75
44.8,5.7
45.0,5.64
45.2,5.6
45.4,5.56
45.6,5.53
45.8,5.49
46.0,5.46
46.2,5.43
46.4,5.4
46.6,5.38
46.8,5.37
47.0,5.36
47.2,5.34
47.4,5.34
47.6,5.33
47.8,5.33
48.0,5.33
48.2,5.32
48.4,5.31
48.6,5.29
48.8,5.29
49.0,5.27
49.2,5.25
49.4,5.25
49.6,5.23
49.8,5.21
50.0,5.21
50.2,5.2
50.4,5.19
50.6,5.18
50.8,5.18
51.0,5.19
51.2,5.22
51.4,5.3
51.6,5.45
51.8,5.62
52.0,5.78
52.2,5.89
52.4,5.96
52.6,6.0
52.8,6.03
53.0,6.03
53.2,6.0
53.4,5.96
53.6,5.92
53.8,5.86
54.0,5.81
54.2,5.77
54.4,5.71
54.6,5.67
54.8,5.63
55.0,5.6
55.2,5.56
55.4,5.54
55.6,5.5
55.8,5.48
56.0,5.46
56.2,5.44
56.4,5.42
56.6,5.4
56.8,5.38
57.0,5.37
57.2,5.36
57.4,5.34
57.6,5.33
57.8,5.33
58.0,5.31
58.2,5.3
58.4,5.29
58.6,5.29
58.8,5.28
59.0,5.28
59.2,5.26
59.4,5.26
59.6,5.25
59.8,5.25
60.0,5.25
60.2,5.27
60.4,5.29
60.6,5.32
60.8,5.35
61.0,5.37
61.2,5.38
61.4,5.38
61.6,5.38
61.8,5.37
62.0,5.35
62.2,5.33
62.4,5.32
62.6,5.3
62.8,5.29
63.0,5.28
63.2,5.26
63.4,5.25
63.6,5.24
63.8,5.23
64.0,5.22
64.2,5.21
64.4,5.2
64.6,5.2
64.8,5.19
65.0,5.17
65.2,5.17
65.4,5.16
65.6,5.16
65.8,5.15
66.0,5.14
66.2,5.13
66.4,5.13
66.6,5.13
66.8,5.13
67.0,5.12
67.2,5.12
67.4,5.12
67.6,5.12
67.8,5.12
68.0,5.12
68.2,5.11
68.4,5.11
68.6,5.1
68.8,5.09
69.0,5.08
69.2,5.08
69.4,5.08
69.6,5.08
69.8,5.08
70.0,5.08
70.2,5.08
70.4,5.08
70.6,5.08
70.8,5.08
71.0,5.06
71.2,5.06
71.4,5.05
71.6,5.04
71.8,5.04
72.0,5.03
72.2,5.02
72.4,5.01
72.6,5.01
72.8,5.0
73.0,5.0
73.2,4.99
73.4,4.99
73.6,4.99
73.8,4.98
74.0,4.98
74.2,4.98
74.4,4.97
74.6,4.97
74.8,4.96
75.0,4.96
75.2,4.96
75.4,4.95
75.6,4.95
75.8,4.94
76.0,4.94
76.2,4.93
76.4,4.92
76.6,4.92
76.8,4.92
77.0,4.91
77.2,4.91
77.4,4.9
77.6,4.9
77.8,4.9
78.0,4.91
78.2,4.91
78.4,4.91
78.6,4.91
78.8,4.91
79.0,4.92
79.2,4.94
79.4,4.99
79.6,5.06
79.8,5.16
80.0,5.26
80.2,5.35
80.4,5.42
80.6,5.47
80.8,5.5
81.0,5.51
81.2,5.51
81.4,5.51
81.6,5.51
81.8,5.52
82.0,5.52
82.2,5.52
82.4,5.51
82.6,5.5
82.8,5.48
83.0,5.46
83.2,5.44
83.4,5.42
83.6,5.38
83.8,5.36
84.0,5.34
84.2,5.32
84.4,5.3
84.6,5.29
84.8,5.28
85.0,5.26
85.2,5.26
85.4,5.25
85.6,5.25
85.8,5.24
86.0,5.22
86.2,5.21
86.4,5.21
86.6,5.21
86.8,5.2
87.0,5.19
87.2,5.18
87.4,5.17
87.6,5.17
87.8,5.16
88.0,5.16
88.2,5.14
88.4,5.14
88.6,5.13
88.8,5.13
89.0,5.12
89.2,5.11
89.4,5.1
89.6,5.09
89.8,5.09
90.0,5.08
90.2,5.08
90.4,5.08
90.6,5.07
90.8,5.06
91.0,5.05
91.2,5.05
91.4,5.04
91.6,5.04
91.8,5.03
92.0,5.03
92.2,5.02
92.4,5.03
92.6,5.05
92.8,5.13
93.0,5.25
93.2,5.42
93.4,5.6
93.6,5.77
93.8,5.9
94.0,6.0
94.2,6.05
94.4,6.08
94.6,6.08
94.8,6.06
95.0,6.04
95.2,6.0
95.4,5.96
95.6,5.91
95.8,5.87
96.0,5.83
96.2,5.79
96.4,5.76
96.6,5.72
96.8,5.69
97.0,5.65
97.2,5.63
97.4,5.61
97.6,5.58
97.8,5.56
98.0,5.54
98.2,5.53
98.4,5.51
98.6,5.49
98.8,5.47
99.0,5.46
99.2,5.45
99.4,5.44
99.6,5.42
99.8,5.42
100.0,5.41
100.2,5.39
100.4,5.38
100.6,5.38
100.8,5.37
101.0,5.36
101.2,5.34
101.4,5.33
101.6,5.33
101.8,5.33
102.0,5.31
102.2,5.3
102.4,5.29
102.6,5.29
102.8,5.28
103.0,5.28
103.2,5.26
103.4,5.25
103.6,5.25
103.8,5.24
104.0,5.23
104.2,5.22
104.4,5.21
104.6,5.21
104.8,5.2
105.0,5.2
105.2,5.19
105.4,5.18
105.6,5.18
105.8,5.19
106.0,5.2
106.2,5.21
106.4,5.21
106.6,5.21
106.8,5.21
107.0,5.21
107.2,5.21
107.4,5.2
107.6,5.19
107.8,5.17
108.0,5.17
108.2,5.16
108.4,5.14
108.6,5.13
108.8,5.13
109.0,5.12
109.2,5.12
109.4,5.11
109.6,5.12
109.8,5.13
110.0,5.13
110.2,5.14
110.4,5.16
110.6,5.17
110.8,5.17
111.0,5.19
111.2,5.2
111.4,5.21
111.6,5.21
111.8,5.21
112.0,5.21
112.2,5.21
112.4,5.2
112.6,5.19
112.8,5.17
113.0,5.17
113.2,5.16
113.4,5.14
113.6,5.14
113.8,5.14
114.0,5.14
114.2,5.14
114.4,5.14
114.6,5.13
114.8,5.13
115.0,5.13
115.2,5.12
115.4,5.11
115.6,5.09
115.8,5.08
116.0,5.06
116.2,5.05
116.4,5.04
116.6,5.04
116.8,5.03
117.0,5.01
117.2,5.0
117.4,5.0
117.6,5.0
117.8,4.99
118.0,4.97
118.2,4.97
118.4,4.96
118.6,4.96
118.8,4.95
119.0,4.95
119.2,4.94
119.4,4.93
119.6,4.93
119.8,4.92
120.0,4.92
120.2,4.92
120.4,4.92
120.6,4.92
120.8,4.91
121.0,4.9
121.2,4.89
121.4,4.88
121.6,4.88
121.8,4.87
122.0,4.86
122.2,4.86
122.4,4.84
122.6,4.83
122.8,4.83
123.0,4.83
123.2,4.81
123.4,4.81
123.6,4.8
123.8,4.79
124.0,4.79
124.2,4.78
124.4,4.78
124.6,4.76
124.8,4.76
125.0,4.75
125.2,4.75
125.4,4.74
125.6,4.74
125.8,4.72
126.0,4.72
126.2,4.71
126.4,4.71
126.6,4.71
126.8,4.7
127.0,4.7
127.2,4.69
127.4,4.69
127.6,4.68
127.8,4.67
128.0,4.67
128.2,4.67
128.4,4.67
128.6,4.66
128.8,4.65
129.0,4.64
129.2,4.63
129.4,4.63
129.6,4.63
129.8,4.62
130.0,4.61
130.2,4.6
130.4,4.59
130.6,4.59
130.8,4.58
131.0,4.58
131.2,4.57
131.4,4.56
131.6,4.56
131.8,4.55
132.0,4.54
132.2,4.54
132.4,4.53
132.6,4.53
132.8,4.52
133.0,4.51
133.2,4.51
133.4,4.5
133.6,4.5
133.8,4.5
134.0,4.5
134.2,4.49
134.4,4.49
134.6,4.48
134.8,4.47
135.0,4.47
135.2,4.46
135.4,4.46
135.6,4.46
135.8,4.45
136.0,4.44
136.2,4.44
136.4,4.43
136.6,4.42
136.8,4.42
137.0,4.42
137.2,4.41
137.4,4.4
137.6,4.39
137.8,4.39
138.0,4.38
138.2,4.38
138.4,4.38
138.6,4.37
138.8,4.37
139.0,4.37
139.2,4.37
139.4,4.37
139.6,4.36
139.8,4.36
140.0,4.35
140.2,4.34
140.4,4.34
140.6,4.33
140.8,4.33
141.0,4.33
141.2,4.32
141.4,4.32
141.6,4.32
141.8,4.33
142.0,4.36
142.2,4.41
