Zeit in Sekunden,Messwerte
0.0,7.58
0.2,7.52
0.4,7.46
0.6,7.42
0.8,7.41
1.0,7.41
1.2,7.43
1.4,7.44
1.6,7.45
1.8,7.44
2.0,7.45
2.2,7.49
2.4,7.57
2.6,7.68
2.8,7.79
3.0,7.87
3.2,7.92
3.4,7.94
3.6,7.94
3.8,7.93
4.0,7.9
4.2,7.86
4.4,7.81
4.6,7.76
4.8,7.7
5.0,7.64
5.2,7.58
5.4,7.54
5.6,7.51
5.8,7.52
6.0,7.58
6.2,7.67
6.4,7.76
6.6,7.85
6.8,7.9
7.0,7.92
7.2,7.93
7.4,7.92
7.6,7.89
7.8,7.86
8.0,7.81
8.2,7.76
8.4,7.7
8.6,7.64
8.8,7.58
9.0,7.51
9.2,7.46
9.4,7.4
9.6,7.35
9.8,7.32
10.0,7.31
10.2,7.32
10.4,7.35
10.6,7.38
10.8,7.4
11.0,7.42
11.2,7.43
11.4,7.42
11.6,7.41
11.8,7.39
12.0,7.37
12.2,7.34
12.4,7.3
12.6,7.27
12.8,7.24
13.0,7.2
13.2,7.17
13.4,7.14
13.6,7.11
13.8,7.09
14.0,7.08
14.2,7.08
14.4,7.09
14.6,7.09
14.8,7.09
15.0,7.08
15.2,7.07
15.4,7.05
15.6,7.04
15.8,7.02
16.0,7.0
16.2,6.98
16.4,6.97
16.6,6.95
16.8,6.94
17.0,6.93
17.2,6.91
17.4,6.89
17.6,6.87
17.8,6.87
18.0,6.91
18.2,7.04
18.4,7.25
18.6,7.5
18.8,7.74
19.0,7.94
19.2,8.11
19.4,8.24
19.6,8.33
19.8,8.37
20.0,8.37
20.2,8.36
20.4,8.32
20.6,8.26
20.8,8.18
21.0,8.1
21.2,8.01
21.4,7.93
21.6,7.84
21.8,7.77
22.0,7.69
22.2,7.63
22.4,7.56
22.6,7.5
22.8,7.45
23.0,7.4
23.2,7.35
23.4,7.31
23.6,7.27
23.8,7.23
24.0,7.19
24.2,7.16
24.4,7.13
24.6,7.1
24.8,7.08
25.0,7.06
25.2,7.04
25.4,7.02
25.6,7.01
25.8,6.99
26.0,6.97
26.2,6.96
26.4,6.95
26.6,6.95
26.8,6.96
27.0,6.98
27.2,7.0
27.4,7.03
27.6,7.05
27.8,7.07
28.0,7.08
28.2,7.08
28.4,7.07
28.6,7.06
28.8,7.05
29.0,7.02
29.2,7.0
29.4,6.97
29.6,6.94
29.8,6.91
30.0,6.89
30.2,6.87
30.4,6.84
30.6,6.82
30.8,6.8
31.0,6.79
31.2,6.78
31.4,6.77
31.6,6.76
31.8,6.76
32.0,6.78
32.2,6.82
32.4,6.87
32.6,6.91
32.8,6.95
33.0,6.97
33.2,6.99
33.4,6.99
33.6,6.98
33.8,6.97
34.0,6.95
34.2,6.92
34.4,6.89
34.6,6.86
34.8,6.83
35.0,6.8
35.2,6.77
35.4,6.74
35.6,6.71
35.8,6.69
36.0,6.67
36.2,6.64
36.4,6.62
36.6,6.6
36.8,6.59
37.0,6.57
37.2,6.56
37.4,6.54
37.6,6.53
37.8,6.52
38.0,6.51
38.2,6.5
38.4,6.49
38.6,6.49
38.8,6.53
39.0,6.7
39.2,7.06
39.4,7.57
39.6,8.09
39.8,8.6
40.0,9.03
40.2,9.38
40.4,9.61
40.6,9.73
40.8,9.8
41.0,9.86
41.2,9.92
41.4,9.93
41.6,9.92
41.8,9.87
42.0,9.79
42.2,9.72
42.4,9.61
42.6,9.51
42.8,9.4
43.0,9.29
43.2,9.19
43.4,9.08
43.6,8.98
43.8,8.88
44.0,8.78
44.2,8.68
44.4,8.59
44.6,8.51
44.8,8.43
45.0,8.35
45.2,8.28
45.4,8.21
45.6,8.15
45.8,8.08
46.0,8.03
46.2,7.98
46.4,7.93
46.6,7.89
46.8,7.84
47.0,7.8
47.2,7.77
47.4,7.77
47.6,7.69
47.8,7.66
48.0,7.63
48.2,7.6
48.4,7.6
48.6,7.56
48.8,7.55
49.0,7.55
49.2,7.85
49.4,7.85
49.6,8.74
49.8,9.17
50.0,9.17
50.2,9.7
50.4,9.7
50.6,9.84
50.8,9.95
51.0,9.95
51.2,9.92
51.4,9.92
51.6,9.87
51.8,9.69
52.0,9.69
52.2,9.58
52.4,9.47
52.6,9.38
52.8,9.23
53.0,9.23
53.2,9.14
53.4,9.07
53.6,8.99
53.8,8.91
54.0,8.84
54.2,8.79
54.4,8.75
54.6,8.72
54.8,8.69
55.0,8.67
55.2,8.63
55.4,8.6
55.6,8.55
55.8,8.52
56.0,8.49
56.2,8.5
56.4,8.58
56.6,8.71
56.8,8.86
57.0,8.98
57.2,9.06
57.4,9.1
57.6,9.1
57.8,9.09
58.0,9.06
58.2,9.01
58.4,8.95
58.6,8.87
58.8,8.8
59.0,8.71
59.2,8.63
59.4,8.55
59.6,8.47
59.8,8.4
60.0,8.34
60.2,8.28
60.4,8.23
60.6,8.17
60.8,8.12
61.0,8.07
61.2,8.03
61.4,7.99
61.6,7.95
61.8,7.92
62.0,7.91
62.2,7.98
62.4,8.15
62.6,8.37
62.8,8.58
63.0,8.74
63.2,8.84
63.4,8.89
63.6,8.92
63.8,8.92
64.0,8.89
64.2,8.86
64.4,8.8
64.6,8.73
64.8,8.66
65.0,8.58
65.2,8.5
65.4,8.42
65.6,8.35
65.8,8.28
66.0,8.22
66.2,8.16
66.4,8.11
66.6,8.06
66.8,8.02
67.0,7.99
67.2,7.96
67.4,7.92
67.6,7.92
67.8,7.89
68.0,7.87
68.2,7.83
68.4,7.8
68.6,7.78
68.8,7.75
69.0,7.72
69.2,7.7
69.4,7.68
69.6,7.64
69.8,7.63
70.0,7.61
70.2,7.58
70.4,7.56
70.6,7.54
70.8,7.53
71.0,7.52
71.2,7.54
71.4,7.58
71.6,7.67
71.8,7.78
72.0,7.88
72.2,7.96
72.4,8.02
72.6,8.05
72.8,8.06
73.0,8.05
73.2,8.03
73.4,8.0
73.6,7.97
73.8,7.93
74.0,7.88
74.2,7.84
74.4,7.79
74.6,7.75
74.8,7.71
75.0,7.67
75.2,7.63
75.4,7.61
75.6,7.57
75.8,7.54
76.0,7.52
76.2,7.48
76.4,7.46
76.6,7.45
76.8,7.44
77.0,7.45
77.2,7.5
77.4,7.6
77.6,7.73
77.8,7.88
78.0,8.01
78.2,8.1
78.4,8.15
78.6,8.18
78.8,8.19
79.0,8.18
79.2,8.16
79.4,8.13
79.6,8.09
79.8,8.05
80.0,8.01
80.2,7.97
80.4,7.93
80.6,7.89
80.8,7.85
81.0,7.81
81.2,7.77
81.4,7.73
81.6,7.71
81.8,7.67
82.0,7.64
82.2,7.63
82.4,7.65
82.6,7.67
82.8,7.7
83.0,7.71
83.2,7.72
83.4,7.71
83.6,7.71
83.8,7.69
84.0,7.67
84.2,7.64
84.4,7.62
84.6,7.58
84.8,7.55
85.0,7.53
85.2,7.5
85.4,7.46
85.6,7.44
85.8,7.42
86.0,7.39
86.2,7.38
86.4,7.4
86.6,7.47
86.8,7.57
87.0,7.69
87.2,7.8
87.4,7.91
87.6,8.0
87.8,8.08
88.0,8.16
88.2,8.26
88.4,8.34
88.6,8.41
88.8,8.45
89.0,8.48
89.2,8.48
89.4,8.48
89.6,8.46
89.8,8.43
90.0,8.39
90.2,8.35
90.4,8.29
90.6,8.23
90.8,8.17
91.0,8.11
91.2,8.05
91.4,7.99
91.6,7.94
91.8,7.88
92.0,7.84
92.2,7.8
92.4,7.79
92.6,7.78
92.8,7.79
93.0,7.8
93.2,7.81
93.4,7.82
93.6,7.82
93.8,7.81
94.0,7.79
94.2,7.77
94.4,7.73
94.6,7.71
94.8,7.68
95.0,7.64
95.2,7.61
95.4,7.58
95.6,7.55
95.8,7.53
96.0,7.5
96.2,7.49
96.4,7.47
96.6,7.47
96.8,7.46
97.0,7.46
97.2,7.46
97.4,7.45
97.6,7.44
97.8,7.42
98.0,7.41
98.2,7.39
98.4,7.37
98.6,7.35
98.8,7.33
99.0,7.31
99.2,7.29
99.4,7.27
99.6,7.25
99.8,7.25
100.0,7.25
100.2,7.29
100.4,7.38
100.6,7.49
100.8,7.61
101.0,7.71
101.2,7.8
101.4,7.87
101.6,7.9
101.8,7.92
102.0,7.92
102.2,7.92
102.4,7.89
102.6,7.86
102.8,7.81
103.0,7.77
103.2,7.73
103.4,7.69
103.6,7.64
103.8,7.61
104.0,7.59
104.2,7.58
104.4,7.59
104.6,7.61
104.8,7.63
105.0,7.63
105.2,7.63
105.4,7.63
105.6,7.65
105.8,7.73
106.0,7.86
106.2,7.99
106.4,8.1
106.6,8.19
106.8,8.25
107.0,8.27
107.2,8.27
107.4,8.27
107.6,8.25
107.8,8.22
108.0,8.18
108.2,8.13
108.4,8.07
108.6,8.02
108.8,7.96
109.0,7.92
109.2,7.87
109.4,7.82
109.6,7.78
109.8,7.74
110.0,7.7
110.2,7.67
110.4,7.63
110.6,7.6
110.8,7.56
111.0,7.54
111.2,7.52
111.4,7.49
111.6,7.46
111.8,7.44
112.0,7.42
112.2,7.41
112.4,7.41
112.6,7.42
112.8,7.44
113.0,7.45
113.2,7.46
113.4,7.46
113.6,7.46
113.8,7.45
114.0,7.45
114.2,7.44
114.4,7.42
114.6,7.4
114.8,7.38
115.0,7.36
115.2,7.33
115.4,7.31
115.6,7.29
115.8,7.28
116.0,7.26
116.2,7.24
116.4,7.22
116.6,7.2
116.8,7.18
117.0,7.16
117.2,7.14
117.4,7.13
117.6,7.12
117.8,7.11
118.0,7.09
118.2,7.08
118.4,7.08
118.6,7.07
118.8,7.06
119.0,7.05
119.2,7.05
119.4,7.05
119.6,7.06
119.8,7.08
120.0,7.12
120.2,7.15
120.4,7.17
120.6,7.2
120.8,7.24
121.0,7.26
121.2,7.28
121.4,7.28
121.6,7.28
121.8,7.26
122.0,7.25
122.2,7.23
122.4,7.21
122.6,7.19
122.8,7.15
123.0,7.14
